http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=1,THYSSENKRUPP ELEVATOR (CANADA) LTD.,700004421,2008-04-22,859 - Autres services commerciaux non spécifiés ailleurs,2006-04-01,2032-03-31,,"103 944,47 $","112 072,99 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat est un contrat pluriannuel. Svc cmcl FE- Contrats de svc - Transport"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=2,THYSSENKRUPP ELEVATOR (CANADA) LTD.,700004675,2008-04-22,859 - Autres services commerciaux non spécifiés ailleurs,2002-04-01,2028-03-31,,"160 681,14 $","181 839,89 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat est un contrat pluriannuel. Svc cmcl FE- Contrats de svc - Transport"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=3,CAPITAL ELEVATOR LTD.,700004676,2008-04-22,859 - Autres services commerciaux non spécifiés ailleurs,2006-04-01,2031-03-31,,"71 941,19 $","73 635,29 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat est un contrat pluriannuel. Svc cmcl FE- Contrats de svc - Transport"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=4,NORR LIMITED,700021245,2008-07-15,421 - Services d'architecture,2008-06-12,2016-03-31,,"6 472 095,00 $","10 358 526,57 $","""Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. Services d'architecture et de conception technique pour compléter l'ensemble de la conception de la réhabilitation de l'édifice Sir John A. Macdonald - Chambre 200. Ceci comprend les services architecturaux, structurels, de conservation,  de mécanique et électriques."""
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=5,NORR LIMITED,700028968,2008-09-04,421 - Services d'architecture,2008-08-08,2017-03-31,,"30 820 236,41 $","40 770 897,54 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. "
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=1445,SIEMENS BUILDING TECHNOLOGIES LTD.,EJ19670816,2009-01-17,460 - Services de protection,2008-09-01,2018-08-31,,"559 885,75 $","569 639,03 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. "
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=6,FT3 ARCHITECTURE LANDSCAPE,700055735,2009-02-17,859 - Autres services commerciaux non spécifiés ailleurs,2008-12-19,2016-09-21,,"3 436 450,50 $","5 248 488,67 $","""Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. Conception architecturale pour l'entrée du complexe et le dortoir de la Gendarmerie royale du Canada, Regina (Saskatchewan)."""
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=1174,HATCH LTD,E900091823,2009-03-17,491 - Services de conseillers en gestion,2009-03-17,2016-12-31,,"235 135,69 $","733 063,10 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. Conseillers en gestion - FE"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=7,CAPITAL ELEVATOR LTD.,700063278,2009-03-25,859 - Autres services commerciaux non spécifiés ailleurs,2009-01-01,2024-12-30,,"106 538,35 $","108 622,67 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. Svc cmcl FE- Contrats de svc - Transport"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=8,XEROX CANADA LTD.,700071683,2009-05-22,"533 - Loc machinerie,mobilier,d'instal bureau,autre éqpt",2009-06-01,2017-05-31,,"52 954,14 $","75 724,64 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.Ce contrat est une commande subséquente à un outil d'approvisionnement de TPSGC. "
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=9,KONE INC,700077164,2009-06-26,859 - Autres services commerciaux non spécifiés ailleurs,2009-04-01,2028-03-31,,"751 013,91 $","802 471,35 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. Svc cmcl FE- Contrats de svc - Transport"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=1446,CORAL ENGINEERING LIMITED,EJ19680828,2009-06-30,859 - Autres services commerciaux non spécifiés ailleurs,2009-06-15,2016-06-30,,"58 314,92 $","127 104,37 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat est un contrat pluriannuel. Svc cmcl CBV - Cont de svc - CVCA"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=10,SCHINDLER ELEVATOR CORPORATION,700077739,2009-07-02,859 - Autres services commerciaux non spécifiés ailleurs,2009-04-01,2028-03-31,,"82 972,50 $","95 741,00 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat est un contrat pluriannuel. Svc cmcl FE- Contrats de svc - Transport"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=11,THYSSENKRUPP ELEVATOR (CANADA) LTD.,700077757,2009-07-02,859 - Autres services commerciaux non spécifiés ailleurs,2009-04-01,2027-09-30,,"178 671,22 $","178 996,90 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat est un contrat pluriannuel. Svc cmcl FE- Contrats de svc - Transport"
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=1484,MICROLIGHT COMPUTER SYSTEMS LTD,EN86992127,2009-07-02,473 - Experts-conseils en technologie de linformation,2009-06-30,2017-03-31,,"574 897,28 $","727 284,26 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. "
http://www.tpsgc-pwgsc.gc.ca/cgi-bin/proactive/cl.pl?lang=fra;SCR=D;Sort=0;PF=CL201617Q1.txt;LN=12,DESSAU INC.,700087745,2009-09-16,421 - Services d'architecture,2009-09-15,2018-09-30,,"1 011 669,22 $","2 274 290,58 $","Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel. "
